Lab,Experiment,Date,Tech,Strain,Compound,Trial,Age,Sample,Video,Worm,Wave,Body,Asymmetry,Stretch,Curling,Travel,Brush,Activity,SwimmingScore,SwimmingScoreMean,AdjSwimmingScore
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_07_4,Met_Ct_D6_JU1630_Met_R1_07,1,17.603817,0.915912,0.043466,0.403714,0,1.864374,0.056461,49.013962,-6.42975978576048,-7.3884422888882,0.958682503127721
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_07_4,Met_Ct_D6_JU1630_Met_R1_07,2,17.842343,1.324183,0.027172,0.552919,0,1.34343,0.049155,49.60649,-8.22008473393028,-7.3884422888882,-0.831642445042081
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_07_4,Met_Ct_D6_JU1630_Met_R1_07,3,71.325988,0.602767,0.010386,0.355174,0,6.645308,0.201732,213.418417,-6.97128233696129,-7.3884422888882,0.417159951926914
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_07_4,Met_Ct_D6_JU1630_Met_R1_07,4,66.419258,0.384863,0.007594,0.395003,0,4.52863,0.197544,195.137335,-7.53414250589606,-7.3884422888882,-0.145700217007864
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_08_2,Met_Ct_D6_JU1630_Met_R1_08,1,101.273878,0.456377,0.007648,0.289774,0,10.122861,0.24869,302.41083,-7.03478612790014,-7.3884422888882,0.353656160988057
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_08_2,Met_Ct_D6_JU1630_Met_R1_08,2,98.671513,0.382044,0.006366,0.330947,0,7.534347,0.311119,301.931573,-7.18486395297013,-7.3884422888882,0.203578335918068
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_09_3,Met_Ct_D6_JU1630_Met_R1_09,1,67.989797,0.521795,0.02519,0.384956,0,4.399707,0.187688,183.248789,-7.54817340482564,-7.3884422888882,-0.159731115937443
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_09_3,Met_Ct_D6_JU1630_Met_R1_09,2,101.802598,0.298698,0.003047,0.28478,0,2.200838,0.274594,277.759106,-6.50538470491108,-7.3884422888882,0.883057583977124
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_09_3,Met_Ct_D6_JU1630_Met_R1_09,3,11.466047,1.470369,0.000557,0.443408,0.121457,2.102009,0.103259,12.422725,-5.53775240579727,-7.3884422888882,1.85068988309093
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_10_1,Met_Ct_D6_JU1630_Met_R1_10,1,49.984838,0.221689,0.004181,0.424131,0,2.828439,0.275642,117.712898,-7.11054111126446,-7.3884422888882,0.277901177623743
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_11_4,Met_Ct_D6_JU1630_Met_R1_11,1,7.062277,1.77727,0.020443,0.325177,0,0.574065,0.038427,13.874884,-3.67595033303876,-7.3884422888882,3.71249195584944
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_11_4,Met_Ct_D6_JU1630_Met_R1_11,2,12.096529,1.127494,0.01891,0.39495,0,1.687472,0.055564,32.849561,-5.59642653058293,-7.3884422888882,1.79201575830527
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_11_4,Met_Ct_D6_JU1630_Met_R1_11,3,100.73733,0.420655,0.006563,0.307475,0,7.488265,0.27239,274.425215,-7.07798702476364,-7.3884422888882,0.310455264124559
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_11_4,Met_Ct_D6_JU1630_Met_R1_11,4,83.357981,0.481716,0.001766,0.313852,0,5.902098,0.226884,238.788416,-6.58646778479857,-7.3884422888882,0.80197450408963
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_12_4,Met_Ct_D6_JU1630_Met_R1_12,1,83.888598,0.548696,0.005178,0.333668,0,7.040485,0.230305,248.404816,-6.9322578058546,-7.3884422888882,0.456184483033601
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_12_4,Met_Ct_D6_JU1630_Met_R1_12,2,68.780456,0.617922,0.011506,0.38569,0,5.762316,0.207028,191.801195,-7.30755152051584,-7.3884422888882,0.0808907683723623
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_12_4,Met_Ct_D6_JU1630_Met_R1_12,3,9.358077,1.561576,0.067293,0.646693,1.603053,0.844245,0.043527,19.218394,-8.9387314450127,-7.3884422888882,-1.5502891561245
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_12_4,Met_Ct_D6_JU1630_Met_R1_12,4,100.452249,0.375429,0.003336,0.286923,0,5.037523,0.306252,297.827169,-6.39840938353585,-7.3884422888882,0.99003290535235
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_13_3,Met_Ct_D6_JU1630_Met_R1_13,1,24.796089,0.412798,0.016821,0.460026,0.888889,2.655545,0.217581,90.75531,-6.60560669625302,-7.3884422888882,0.782835592635178
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_13_3,Met_Ct_D6_JU1630_Met_R1_13,2,45.861477,0.357893,0.004075,0.42161,0.111111,7.224827,0.30301,154.081981,-6.80462312240221,-7.3884422888882,0.583819166485986
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_13_3,Met_Ct_D6_JU1630_Met_R1_13,3,99.935432,0.377009,0.012466,0.302476,0,7.205807,0.281392,274.46002,-7.01761302569448,-7.3884422888882,0.370829263193715
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_14_4,Met_Ct_D6_JU1630_Met_R1_14,1,78.931788,0.290219,0.002431,0.305707,0,6.110874,0.220608,210.787206,-6.57609787107938,-7.3884422888882,0.812344417808823
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_14_4,Met_Ct_D6_JU1630_Met_R1_14,2,76.649754,0.290317,0.007607,0.357953,0,4.166762,0.175416,152.715998,-7.56982350208492,-7.3884422888882,-0.181381213196719
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_14_4,Met_Ct_D6_JU1630_Met_R1_14,3,101.564868,0.276912,0.02182,0.280046,0,3.804085,0.169344,258.671866,-7.31271610266496,-7.3884422888882,0.0757261862232355
Lithgow,LC_121319_D6_R1,12/13/19,18,JU1630,METFO,1,6,Sample_Met_Ct_D6_JU1630_Met_R1_14_4,Met_Ct_D6_JU1630_Met_R1_14,4,74.295457,0.252624,0.002774,0.343598,0,1.792774,0.368906,203.205416,-6.04592231327573,-7.3884422888882,1.34251997561247
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_01_4,Metformin_Ct_D12_JU1630_Ctrl_R1_01,1,84.356769,0.388466,0.012544,0.292679,0,6.918669,0.25888,227.026354,-6.4196599529344,-7.3884422888882,0.968782335953795
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_01_4,Metformin_Ct_D12_JU1630_Ctrl_R1_01,2,83.980495,0.410655,0.015373,0.384544,0,5.781472,0.261091,259.946631,-7.76207020526627,-7.3884422888882,-0.373627916378075
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_01_4,Metformin_Ct_D12_JU1630_Ctrl_R1_01,3,95.851856,0.532764,0.00785,0.30192,0,6.455431,0.238521,280.482353,-6.80441193357811,-7.3884422888882,0.584030355310091
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_01_4,Metformin_Ct_D12_JU1630_Ctrl_R1_01,4,102.090856,0.460248,0.006667,0.302218,0,9.342243,0.528884,539.910966,-5.47884262340335,-7.3884422888882,1.90959966548485
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_02_3,Metformin_Ct_D12_JU1630_Ctrl_R1_02,1,83.896884,0.402316,0.009249,0.325254,0,7.776163,0.254683,252.187057,-6.9127735945964,-7.3884422888882,0.475668694291796
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_02_3,Metformin_Ct_D12_JU1630_Ctrl_R1_02,2,7.939557,1.692698,0.128676,0.391926,0,0.298295,0.034645,13.00932,-6.10216258812387,-7.3884422888882,1.28627970076433
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_02_3,Metformin_Ct_D12_JU1630_Ctrl_R1_02,3,69.591003,0.410488,0.01293,0.353132,0.132159,4.162084,0.245545,227.540877,-6.6527222323451,-7.3884422888882,0.735720056543101
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_03_4,Metformin_Ct_D12_JU1630_Ctrl_R1_03,1,85.828585,0.402977,0.010462,0.33486,0,5.79188,0.262845,227.587244,-7.02187207363619,-7.3884422888882,0.366570215252005
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_03_4,Metformin_Ct_D12_JU1630_Ctrl_R1_03,2,34.214766,0.427018,0.013188,0.406352,0,4.726284,0.101695,146.202763,-7.08187533923558,-7.3884422888882,0.306566949652622
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_03_4,Metformin_Ct_D12_JU1630_Ctrl_R1_03,3,80.448661,0.462164,0.008337,0.336014,0,5.491305,0.239495,224.542462,-6.8557935262809,-7.3884422888882,0.532648762607296
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_03_4,Metformin_Ct_D12_JU1630_Ctrl_R1_03,4,23.143289,0.78981,0.042526,0.58212,2.814259,1.562169,0.103027,74.128105,-8.08155087910966,-7.3884422888882,-0.693108590221462
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_04_4,Metformin_Ct_D12_JU1630_Ctrl_R1_04,1,68.77112,0.426167,0.016468,0.326719,0,7.710699,0.190036,251.578213,-6.74810005403869,-7.3884422888882,0.640342234849511
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_04_4,Metformin_Ct_D12_JU1630_Ctrl_R1_04,2,86.316722,0.509452,0.005755,0.30016,0,8.604779,0.250537,262.800934,-6.50918501418015,-7.3884422888882,0.879257274708052
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_04_4,Metformin_Ct_D12_JU1630_Ctrl_R1_04,3,67.245626,0.394494,0.006528,0.342198,0,4.921731,0.095218,214.159603,-7.21696231643577,-7.3884422888882,0.171479972452429
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_04_4,Metformin_Ct_D12_JU1630_Ctrl_R1_04,4,67.018397,0.405768,0.01542,0.433616,0.812379,6.567763,0.196199,196.457037,-8.0114744041308,-7.3884422888882,-0.623032115242602
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_05_3,Metformin_Ct_D12_JU1630_Ctrl_R1_05,1,54.246099,0.472796,0.007342,0.427644,0.111111,5.010225,0.134195,145.549507,-7.86754287009964,-7.3884422888882,-0.479100581211442
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_05_3,Metformin_Ct_D12_JU1630_Ctrl_R1_05,2,70.535574,0.328882,0.01483,0.322908,0,6.911365,0.21099,218.711289,-6.72316705158534,-7.3884422888882,0.665275237302859
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_05_3,Metformin_Ct_D12_JU1630_Ctrl_R1_05,3,83.198073,0.315464,0.00946,0.293091,0,4.087247,0.269545,276.405949,-6.13446753551588,-7.3884422888882,1.25397475337232
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_06_3,Metformin_Ct_D12_JU1630_Ctrl_R1_06,1,9.347471,1.657326,0.002431,0.592989,0,1.011401,0.042899,20.681927,-7.96084217630943,-7.3884422888882,-0.572399887421226
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_06_3,Metformin_Ct_D12_JU1630_Ctrl_R1_06,2,68.559578,0.455465,0.013092,0.380127,0,6.441822,0.227469,199.094887,-7.32550270139165,-7.3884422888882,0.0629395874965519
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_06_3,Metformin_Ct_D12_JU1630_Ctrl_R1_06,3,49.427392,0.71218,0.015297,0.42669,2.076923,3.123551,0.065105,167.342275,-6.85093649841248,-7.3884422888882,0.537505790475723
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_07_3,Metformin_Ct_D12_JU1630_Ctrl_R1_07,1,67.02687,0.334086,0.021562,0.353821,0,5.162425,0.198979,197.964617,-7.13788617749259,-7.3884422888882,0.250556111395608
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_07_3,Metformin_Ct_D12_JU1630_Ctrl_R1_07,2,100.446139,0.476744,0.000594,0.298486,0,6.588128,0.292609,281.855178,-6.63022135224397,-7.3884422888882,0.758220936644234
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_07_3,Metformin_Ct_D12_JU1630_Ctrl_R1_07,3,33.19408,0.769146,0.026597,0.601992,1.040462,2.734744,0.058997,87.522719,-9.68032122447912,-7.3884422888882,-2.29187893559092
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_08_4,Metformin_Ct_D12_JU1630_Ctrl_R1_08,1,6.197638,1.906788,0.047828,0.343217,0,0.725785,0.030896,9.763762,-4.16213442575377,-7.3884422888882,3.22630786313443
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_08_4,Metformin_Ct_D12_JU1630_Ctrl_R1_08,2,8.107979,1.631113,0.007238,0.534411,8.096118,0.586735,0.04263,16.641506,-3.45838738727653,-7.3884422888882,3.93005490161167
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_08_4,Metformin_Ct_D12_JU1630_Ctrl_R1_08,3,7.829079,1.800573,0.090366,0.393044,0,0.657101,0.034888,13.235487,-5.58725488334699,-7.3884422888882,1.80118740554121
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_08_4,Metformin_Ct_D12_JU1630_Ctrl_R1_08,4,34.50141,0.494877,0.00927,0.437851,0,4.054756,0.171826,85.12664,-7.16270450145109,-7.3884422888882,0.225737787437113
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_09_2,Metformin_Ct_D12_JU1630_Ctrl_R1_09,1,67.21957,0.613951,0.010936,0.39014,0,5.081217,0.173566,152.042384,-7.49647426739357,-7.3884422888882,-0.108031978505374
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_09_2,Metformin_Ct_D12_JU1630_Ctrl_R1_09,2,30.626581,0.961238,0.025732,0.667664,0,1.723894,0.096334,89.263428,-10.6318756117834,-7.3884422888882,-3.24343332289525
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_10_3,Metformin_Ct_D12_JU1630_Ctrl_R1_10,1,6.451661,1.919074,0.017489,0.444989,0,0.772769,0.031537,9.809515,-5.4406536864393,-7.3884422888882,1.9477886024489
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_10_3,Metformin_Ct_D12_JU1630_Ctrl_R1_10,2,78.701789,0.528917,0.002267,0.350697,0,6.624772,0.235564,240.649373,-6.95446805782246,-7.3884422888882,0.433974231065735
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_10_3,Metformin_Ct_D12_JU1630_Ctrl_R1_10,3,12.346207,1.559747,0.002783,0.543757,3.307985,0.679728,0.042713,33.313087,-5.89317632196021,-7.3884422888882,1.49526596692799
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_11_2,Metformin_Ct_D12_JU1630_Ctrl_R1_11,1,42.454544,0.472011,0.001121,0.445627,0.11257,4.232868,0.071777,111.131297,-7.95306928700763,-7.3884422888882,-0.564626998119428
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_11_2,Metformin_Ct_D12_JU1630_Ctrl_R1_11,2,66.5174,0.350925,0.003494,0.373876,0,4.471323,0.145759,124.109736,-7.53795404510623,-7.3884422888882,-0.149511756218029
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_12_3,Metformin_Ct_D12_JU1630_Ctrl_R1_12,1,7.625561,1.777819,0.059036,0.51266,0,0.65575,0.040604,15.838474,-7.12717766936461,-7.3884422888882,0.261264619523588
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_12_3,Metformin_Ct_D12_JU1630_Ctrl_R1_12,2,65.401789,0.205251,0.013263,0.352919,0,5.842368,0.202057,193.35812,-7.13304043985874,-7.3884422888882,0.255401849029459
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,H2O,1,12,Sample_Metformin_Ct_D12_JU1630_Ctrl_R1_12_3,Metformin_Ct_D12_JU1630_Ctrl_R1_12,3,67.98327,0.372276,0.007665,0.388208,0,4.031129,0.188753,168.9461,-7.54601892439457,-7.3884422888882,-0.157576635506367
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_01_2,Metformin_Ct_D12_JU1630_Metfo_R1_01,1,68.212095,0.430721,0.032494,0.351481,0,3.548147,0.197741,163.005543,-7.12209106041331,-7.3884422888882,0.266351228474893
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_01_2,Metformin_Ct_D12_JU1630_Metfo_R1_01,2,75.213919,0.462979,0.003487,0.330192,0,5.486176,0.215195,239.030863,-6.61364118051898,-7.3884422888882,0.774801108369222
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_02_3,Metformin_Ct_D12_JU1630_Metfo_R1_02,1,67.291531,0.29283,0.000249,0.349685,0,6.252754,0.184057,196.447758,-7.02540324688969,-7.3884422888882,0.363039041998512
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_02_3,Metformin_Ct_D12_JU1630_Metfo_R1_02,2,67.70668,0.392488,0.009271,0.320459,0,4.431799,0.205376,196.571224,-6.3539694167066,-7.3884422888882,1.0344728721816
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_02_3,Metformin_Ct_D12_JU1630_Metfo_R1_02,3,102.623334,0.451938,0.007081,0.30569,0,1.700174,0.355012,367.06927,-6.20562644196981,-7.3884422888882,1.18281584691839
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_03_3,Metformin_Ct_D12_JU1630_Metfo_R1_03,1,13.230632,1.564384,0.014269,0.510343,0,1.517915,0.059794,31.799225,-6.94764562547276,-7.3884422888882,0.440796663415438
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_03_3,Metformin_Ct_D12_JU1630_Metfo_R1_03,2,84.829035,0.421427,0.009661,0.331488,0,7.705751,0.206399,244.62327,-7.28267725918284,-7.3884422888882,0.105765029705356
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_03_3,Metformin_Ct_D12_JU1630_Metfo_R1_03,3,99.683817,0.45131,0.017248,0.330776,0,8.441825,0.25518,298.03414,-7.61606976859479,-7.3884422888882,-0.227627479706586
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_04_2,Metformin_Ct_D12_JU1630_Metfo_R1_04,1,67.941183,0.353674,0.025594,0.367246,0,8.787267,0.217686,222.971135,-7.50607730166832,-7.3884422888882,-0.117635012780116
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_04_2,Metformin_Ct_D12_JU1630_Metfo_R1_04,2,68.110875,0.378866,0.010992,0.438102,0.227273,2.028732,0.210034,277.397777,-7.91199278126593,-7.3884422888882,-0.523550492377729
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_05_3,Metformin_Ct_D12_JU1630_Metfo_R1_05,1,84.500766,0.375761,0.016606,0.323316,0,6.031518,0.304968,259.569555,-6.64570620831082,-7.3884422888882,0.742736080577377
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_05_3,Metformin_Ct_D12_JU1630_Metfo_R1_05,2,36.602727,1.031571,0.013198,0.463873,0,1.91982,0.113333,118.745438,-7.26928675628222,-7.3884422888882,0.119155532605975
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_05_3,Metformin_Ct_D12_JU1630_Metfo_R1_05,3,6.254359,1.929851,0.069418,0.533195,4.794816,0.449584,0.03758,11.743128,-5.25127597531307,-7.3884422888882,2.13716631357513
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_06_2,Metformin_Ct_D12_JU1630_Metfo_R1_06,1,83.585635,0.377045,0.018121,0.379565,0,7.917745,0.274383,275.811278,-7.77588951357019,-7.3884422888882,-0.387447224681995
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_06_2,Metformin_Ct_D12_JU1630_Metfo_R1_06,2,8.927933,1.755162,0.021314,0.532768,0,0.412532,0.041289,17.976368,-7.07049200278166,-7.3884422888882,0.317950286106543
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_07_3,Metformin_Ct_D12_JU1630_Metfo_R1_07,1,7.340806,1.853099,0.105094,0.410424,0,0.474397,0.033066,12.115322,-5.95975113482648,-7.3884422888882,1.42869115406172
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_07_3,Metformin_Ct_D12_JU1630_Metfo_R1_07,2,32.933691,1.141972,0.00717,0.552181,0,1.004888,0.056156,88.49439,-8.63305355155046,-7.3884422888882,-1.24461126266227
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_07_3,Metformin_Ct_D12_JU1630_Metfo_R1_07,3,7.790177,1.801872,0.12942,0.380004,0,0.252517,0.028992,10.617376,-5.8297386417397,-7.3884422888882,1.5587036471485
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_08_3,Metformin_Ct_D12_JU1630_Metfo_R1_08,1,101.759717,0.372248,0.006152,0.321231,0,8.422239,0.309125,311.970129,-7.20484128865381,-7.3884422888882,0.183601000234392
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_08_3,Metformin_Ct_D12_JU1630_Metfo_R1_08,2,84.597637,0.206242,0.018102,0.33056,0,7.156117,0.202661,235.063976,-7.57678932417087,-7.3884422888882,-0.188347035282671
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_08_3,Metformin_Ct_D12_JU1630_Metfo_R1_08,3,43.915715,0.290184,0.000952,0.51268,3.300589,3.293664,0.064207,135.644437,-7.80779471750634,-7.3884422888882,-0.419352428618136
Lithgow,LC_121919_D12_R1,12/19/19,18,JU1630,METFO,1,12,Sample_Metformin_Ct_D12_JU1630_Metfo_R1_09_3,Metformin_Ct_D12_JU1630_Metfo_R1_09,1,101.259697,0.37479,0.006994,0.304766,0,7.972124,0.319919,321.462587,-6.83541030188821,-7.3884422888882,0.553031986999989
